airline,airline ID,source airport,_from,destination airport,_to,codeshare,stops,equipment
WS,5416,YYC,airports/178,YHZ,airports/73,,0,73W
WS,5416,YYC,airports/178,YKA,airports/78,,0,DH4
WS,5416,YYC,airports/178,YKF,airports/79,,0,73W
WS,5416,YYC,airports/178,YLW,airports/87,,0,736 73W DH4
WS,5416,YYC,airports/178,YMM,airports/90,,0,73W
WS,5416,YYC,airports/178,YOW,airports/100,,0,73W
WS,5416,YYC,airports/178,YQG,airports/113,,0,73W
WS,5416,YYC,airports/178,YQQ,airports/119,,0,73W 73H 736
WS,5416,YYC,airports/178,YQR,airports/120,,0,DH4 73W
WS,5416,YYC,airports/178,YQU,airports/122,,0,DH4
WS,5416,YYC,airports/178,YUL,airports/146,,0,73W
WS,5416,YYC,airports/178,YVR,airports/156,,0,73W 736 73H
WS,5416,YYC,airports/178,YWG,airports/160,,0,73W 736
WS,5416,YYC,airports/178,YXE,airports/166,,0,73W DH4
WS,5416,YYC,airports/178,YXJ,airports/168,,0,DH4
WS,5416,YYC,airports/178,YXS,airports/172,,0,736
WS,5416,YYC,airports/178,YXU,airports/174,,0,73W
WS,5416,YYC,airports/178,YXX,airports/175,,0,73W 736
WS,5416,YYC,airports/178,YYJ,airports/184,,0,73W 73H
WS,5416,YYC,airports/178,YYZ,airports/193,,0,73H 73W 736
WS,5416,YYG,airports/182,YYZ,airports/193,,0,73W 736
WS,5416,YYJ,airports/184,LAS,airports/3877,,0,73H
WS,5416,YYJ,airports/184,YEG,airports/49,,0,73W
WS,5416,YYJ,airports/184,YLW,airports/87,,0,DH4
WS,5416,YYJ,airports/184,YVR,airports/156,,0,DH4
WS,5416,YYJ,airports/184,YYC,airports/178,,0,73W 736 73H
WS,5416,YYJ,airports/184,YYZ,airports/193,,0,73W
WS,5416,YYT,airports/189,MCO,airports/3878,,0,73W
WS,5416,YYT,airports/189,YHZ,airports/73,,0,73W
WS,5416,YYT,airports/189,YOW,airports/100,,0,73W
WS,5416,YYT,airports/189,YYZ,airports/193,,0,73H 73W
WS,5416,YYZ,airports/193,ANU,airports/2874,,0,73W
WS,5416,YYZ,airports/193,ATL,airports/3682,Y,0,CR9 CR7
WS,5416,YYZ,airports/193,AUA,airports/2895,,0,73W
WS,5416,YYZ,airports/193,AZS,airports/5810,,0,73W
WS,5416,YYZ,airports/193,BDA,airports/4069,,0,73W
WS,5416,YYZ,airports/193,BGI,airports/2875,,0,73W
WS,5416,YYZ,airports/193,CCC,airports/1901,,0,73W
WS,5416,YYZ,airports/193,CUN,airports/1852,,0,73H 73W
WS,5416,YYZ,airports/193,CVG,airports/3488,Y,0,CRJ
WS,5416,YYZ,airports/193,DFW,airports/3670,Y,0,319
WS,5416,YYZ,airports/193,DTW,airports/3645,Y,0,CR7 CRJ
WS,5416,YYZ,airports/193,FLL,airports/3533,,0,73H 73W
WS,5416,YYZ,airports/193,GCM,airports/1926,,0,73W
WS,5416,YYZ,airports/193,JFK,airports/3797,,0,CR7 CRJ ERJ
WS,5416,YYZ,airports/193,KIN,airports/1779,,0,73H
WS,5416,YYZ,airports/193,LAS,airports/3877,,0,73H
WS,5416,YYZ,airports/193,LAX,airports/3484,Y,0,738
WS,5416,YYZ,airports/193,LGA,airports/3697,,0,736 73W
WS,5416,YYZ,airports/193,LIR,airports/1881,,0,73W
WS,5416,YYZ,airports/193,MBJ,airports/1780,,0,73H 73W
WS,5416,YYZ,airports/193,MCO,airports/3878,,0,73H 73W
WS,5416,YYZ,airports/193,MIA,airports/3576,Y,0,738
WS,5416,YYZ,airports/193,MSP,airports/3858,Y,0,CRJ
WS,5416,YYZ,airports/193,MYR,airports/3515,,0,73W
WS,5416,YYZ,airports/193,NAS,airports/1953,,0,73W
WS,5416,YYZ,airports/193,ORD,airports/3830,,0,E75
WS,5416,YYZ,airports/193,PLS,airports/1754,,0,73H
WS,5416,YYZ,airports/193,POP,airports/1761,,0,73H
WS,5416,YYZ,airports/193,POS,airports/2902,,0,73W
WS,5416,YYZ,airports/193,PUJ,airports/1760,,0,73H 73W
WS,5416,YYZ,airports/193,RSW,airports/3793,,0,73W 736
WS,5416,YYZ,airports/193,SJU,airports/2890,,0,73W
WS,5416,YYZ,airports/193,SNU,airports/1918,,0,73W
WS,5416,YYZ,airports/193,SXM,airports/2899,,0,73W
WS,5416,YYZ,airports/193,TPA,airports/3646,,0,73W 736
WS,5416,YYZ,airports/193,UVF,airports/2894,,0,73W
WS,5416,YYZ,airports/193,VRA,airports/1923,,0,73W 73H
WS,5416,YYZ,airports/193,YDF,airports/45,,0,73W
WS,5416,YYZ,airports/193,YEG,airports/49,,0,73W 73H
WS,5416,YYZ,airports/193,YHZ,airports/73,,0,73W 736
WS,5416,YYZ,airports/193,YLW,airports/87,,0,73W
WS,5416,YYZ,airports/193,YMM,airports/90,,0,73W
WS,5416,YYZ,airports/193,YOW,airports/100,,0,736 73W
WS,5416,YYZ,airports/193,YQB,airports/111,,0,73W
WS,5416,YYZ,airports/193,YQM,airports/117,,0,73W
WS,5416,YYZ,airports/193,YQR,airports/120,,0,73W
WS,5416,YYZ,airports/193,YQT,airports/121,,0,73W 736
WS,5416,YYZ,airports/193,YUL,airports/146,,0,73W 736
WS,5416,YYZ,airports/193,YVR,airports/156,,0,73W 736 73H
WS,5416,YYZ,airports/193,YWG,airports/160,,0,73W 736
WS,5416,YYZ,airports/193,YXE,airports/166,,0,73W
WS,5416,YYZ,airports/193,YYC,airports/178,,0,73W 73H 736
WS,5416,YYZ,airports/193,YYG,airports/182,,0,73W 736
WS,5416,YYZ,airports/193,YYJ,airports/184,,0,73W
WS,5416,YYZ,airports/193,YYT,airports/189,,0,73W 73H
WS,5416,YZF,airports/196,YEG,airports/49,,0,73W 736
WT,\N,KEW,airports/8355,YRL,airports/5527,,0,BEH
WT,\N,KIF,airports/5469,WNN,airports/5466,,0,BEH
WT,\N,KIF,airports/5469,YXL,airports/169,,0,BEH
WT,\N,MSA,airports/5544,XBE,airports/5468,,0,BEH
WT,\N,MSA,airports/5544,YXL,airports/169,,0,BEH
WT,\N,MSA,airports/5544,ZPB,airports/5546,,0,BEH
WT,\N,MSA,airports/5544,ZRJ,airports/5547,,0,BEH
WT,\N,SUR,airports/5464,YXL,airports/169,,0,BEH
WT,\N,WNN,airports/5466,KIF,airports/5469,,0,BEH
WT,\N,WNN,airports/5466,SUR,airports/5464,,0,BEH
WT,\N,WNN,airports/5466,YXL,airports/169,,0,BEH
WT,\N,XBE,airports/5468,MSA,airports/5544,,0,BEH
WT,\N,XBE,airports/5468,YAX,airports/5465,,0,BEH
WT,\N,XBE,airports/5468,YTL,airports/5531,,0,BEH
WT,\N,XBE,airports/5468,YXL,airports/169,,0,BEH
WT,\N,XKS,airports/5480,YTL,airports/5531,,0,BEH
WT,\N,XKS,airports/5480,YXL,airports/169,,0,BEH
WT,\N,YAC,airports/5478,YXL,airports/169,,0,BEH
WT,\N,YAC,airports/5478,ZRJ,airports/5547,,0,BEH
WT,\N,YAX,airports/5465,XBE,airports/5468,,0,BEH
WT,\N,YAX,airports/5465,YTL,airports/5531,,0,BEH
WT,\N,YER,airports/5489,YAX,airports/5465,,0,BEH
WT,\N,YER,airports/5489,YTL,airports/5531,,0,BEH
WT,\N,YER,airports/5489,YXL,airports/169,,0,BEH
WT,\N,YFH,airports/5491,YLH,airports/5510,,0,BEH
WT,\N,YFH,airports/5491,YOG,airports/5470,,0,PL2
WT,\N,YFH,airports/5491,YQT,airports/121,,0,PL2 BEH
WT,\N,YHP,airports/5471,YNO,airports/5467,,0,BEH
WT,\N,YHP,airports/5471,YRL,airports/5527,,0,PL2 BEH
WT,\N,YLH,airports/5510,YFH,airports/5491,,0,BEH PL2
WT,\N,YLH,airports/5510,YWP,airports/5533,,0,BEH
WT,\N,YNO,airports/5467,YHP,airports/5471,,0,PL2 BEH
WT,\N,YNO,airports/5467,YRL,airports/5527,,0,BEH
WT,\N,YOG,airports/5470,YFH,airports/5491,,0,PL2
WT,\N,YPL,airports/105,YQT,airports/121,,0,PL2
WT,\N,YPM,airports/5521,YHP,airports/5471,,0,BEH
WT,\N,YPM,airports/5521,YNO,airports/5467,,0,PL2 BEH
WT,\N,YPM,airports/5521,YRL,airports/5527,,0,PL2
WT,\N,YPM,airports/5521,YVZ,airports/5532,,0,BEH
WT,\N,YPM,airports/5521,YXL,airports/169,,0,BEH
WT,\N,YQT,airports/121,YFH,airports/5491,,0,BEH PL2
WT,\N,YQT,airports/121,YWP,airports/5533,,0,BEH PL2
WT,\N,YQT,airports/121,YXL,airports/169,,0,BEH
WT,\N,YRL,airports/5527,YPM,airports/5521,,0,BEH PL2
WT,\N,YRL,airports/5527,YVZ,airports/5532,,0,BEH
WT,\N,YRL,airports/5527,YXL,airports/169,,0,BEH PL2
WT,\N,YRL,airports/5527,ZSJ,airports/5548,,0,PL2
WT,\N,YTL,airports/5531,XBE,airports/5468,,0,BEH
WT,\N,YTL,airports/5531,XKS,airports/5480,,0,BEH
WT,\N,YTL,airports/5531,YER,airports/5489,,0,BEH
WT,\N,YTL,airports/5531,YXL,airports/169,,0,BEH
WT,\N,YVZ,airports/5532,ZSJ,airports/5548,,0,BEH
WT,\N,YWP,airports/5533,YLH,airports/5510,,0,BEH PL2
WT,\N,YWP,airports/5533,YPL,airports/105,,0,BEH
WT,\N,YXL,airports/169,KIF,airports/5469,,0,BEH
WT,\N,YXL,airports/169,MSA,airports/5544,,0,BEH
WT,\N,YXL,airports/169,WNN,airports/5466,,0,BEH
WT,\N,YXL,airports/169,XBE,airports/5468,,0,BEH
WT,\N,YXL,airports/169,XKS,airports/5480,,0,BEH
WT,\N,YXL,airports/169,YAC,airports/5478,,0,BEH
WT,\N,YXL,airports/169,YAX,airports/5465,,0,BEH
WT,\N,YXL,airports/169,YER,airports/5489,,0,BEH
WT,\N,YXL,airports/169,YQT,airports/121,,0,BEH DH1
WT,\N,YXL,airports/169,YRL,airports/5527,,0,BEH PL2
WT,\N,YXL,airports/169,YTL,airports/5531,,0,BEH
WT,\N,YXL,airports/169,ZPB,airports/5546,,0,BEH
WT,\N,YXL,airports/169,ZRJ,airports/5547,,0,BEH
WT,\N,YXL,airports/169,ZSJ,airports/5548,,0,BEH PL2
WT,\N,ZPB,airports/5546,MSA,airports/5544,,0,BEH
WT,\N,ZPB,airports/5546,YXL,airports/169,,0,BEH
WT,\N,ZRJ,airports/5547,MSA,airports/5544,,0,BEH
WT,\N,ZRJ,airports/5547,YAC,airports/5478,,0,BEH
WT,\N,ZSJ,airports/5548,KEW,airports/8355,,0,BEH
WT,\N,ZSJ,airports/5548,YPM,airports/5521,,0,PL2
WT,\N,ZSJ,airports/5548,YRL,airports/5527,,0,PL2 BEH
WU,13757,BGY,airports/1525,IEV,airports/2944,,0,320
WU,13757,BGY,airports/1525,LWO,airports/2945,,0,320
WU,13757,CGN,airports/344,IEV,airports/2944,,0,320
WU,13757,DOK,airports/2940,KUT,airports/3972,,0,320
WU,13757,DTM,airports/373,IEV,airports/2944,,0,320
WU,13757,DTM,airports/373,LWO,airports/2945,,0,320
WU,13757,FCO,airports/1555,LWO,airports/2945,,0,320
WU,13757,FMM,airports/3986,IEV,airports/2944,,0,320
WU,13757,GRO,airports/1222,IEV,airports/2944,,0,320
WU,13757,GRO,airports/1222,LWO,airports/2945,,0,320
WU,13757,HRK,airports/6105,KUT,airports/3972,,0,320
WU,13757,IEV,airports/2944,BGY,airports/1525,,0,320
WU,13757,IEV,airports/2944,CGN,airports/344,,0,320
WU,13757,IEV,airports/2944,DTM,airports/373,,0,320
WU,13757,IEV,airports/2944,FMM,airports/3986,,0,320
WU,13757,IEV,airports/2944,GRO,airports/1222,,0,320
WU,13757,IEV,airports/2944,KTW,airports/671,,0,320
WU,13757,IEV,airports/2944,KUT,airports/3972,,0,320
WU,13757,IEV,airports/2944,LCA,airports/1197,,0,320
WU,13757,IEV,airports/2944,TSF,airports/1539,,0,320
WU,13757,IEV,airports/2944,VLC,airports/1246,,0,320
WU,13757,IEV,airports/2944,VNO,airports/3959,,0,320
WU,13757,KTW,airports/671,IEV,airports/2944,,0,320
WU,13757,KUT,airports/3972,DOK,airports/2940,,0,320
WU,13757,KUT,airports/3972,HRK,airports/6105,,0,320
WU,13757,KUT,airports/3972,IEV,airports/2944,,0,320
WU,13757,LCA,airports/1197,IEV,airports/2944,,0,320
WU,13757,LWO,airports/2945,BGY,airports/1525,,0,320
WU,13757,LWO,airports/2945,DTM,airports/373,,0,320
WU,13757,LWO,airports/2945,FCO,airports/1555,,0,320
WU,13757,LWO,airports/2945,GRO,airports/1222,,0,320
WU,13757,LWO,airports/2945,NAP,airports/1561,,0,320
WU,13757,LWO,airports/2945,TLV,airports/1590,,0,320
WU,13757,LWO,airports/2945,TSF,airports/1539,,0,320
WU,13757,LWO,airports/2945,VLC,airports/1246,,0,320
WU,13757,NAP,airports/1561,LWO,airports/2945,,0,320
WU,13757,TLV,airports/1590,LWO,airports/2945,,0,320
WU,13757,TSF,airports/1539,IEV,airports/2944,,0,320
WU,13757,TSF,airports/1539,LWO,airports/2945,,0,320
WU,13757,VLC,airports/1246,IEV,airports/2944,,0,320
WU,13757,VLC,airports/1246,LWO,airports/2945,,0,320
WU,13757,VNO,airports/3959,IEV,airports/2944,,0,320
WW,1441,ALC,airports/1212,KEF,airports/16,,0,320
WW,1441,CDG,airports/1382,KEF,airports/16,,0,320
WW,1441,CPH,airports/609,KEF,airports/16,,0,320
WW,1441,KEF,airports/16,ALC,airports/1212,,0,320
WW,1441,KEF,airports/16,CDG,airports/1382,,0,320
WW,1441,KEF,airports/16,CPH,airports/609,,0,320
WW,1441,KEF,airports/16,LGW,airports/502,,0,320
WW,1441,KEF,airports/16,SXF,airports/337,,0,320
WW,1441,LGW,airports/502,KEF,airports/16,,0,320
WW,1441,SXF,airports/337,KEF,airports/16,,0,320
WX,1792,AMS,airports/580,LCY,airports/503,,0,AR8
WX,1792,ANR,airports/299,LCY,airports/503,,0,F50
WX,1792,BES,airports/1403,LCY,airports/503,,0,F50
WX,1792,BVE,airports/1278,LCY,airports/503,,0,AR8
WX,1792,CWL,airports/488,EDI,airports/535,,0,F50
WX,1792,CWL,airports/488,GLA,airports/534,,0,F50
WX,1792,CWL,airports/488,JER,airports/499,,0,F50
WX,1792,CWL,airports/488,ORY,airports/1386,,0,F50
WX,1792,DOL,airports/1408,LCY,airports/503,,0,F50
WX,1792,DRS,airports/338,LCY,airports/503,,0,AR8
WX,1792,DUB,airports/599,LCY,airports/503,,0,AR8
WX,1792,EDI,airports/535,CWL,airports/488,,0,F50
WX,1792,FLR,airports/1563,LCY,airports/503,,0,AR8
WX,1792,GLA,airports/534,CWL,airports/488,,0,F50
WX,1792,JER,airports/499,CWL,airports/488,,0,F50
WX,1792,LCY,airports/503,AMS,airports/580,,0,AR8
WX,1792,LCY,airports/503,ANR,airports/299,,0,F50
WX,1792,LCY,airports/503,BES,airports/1403,,0,F50
WX,1792,LCY,airports/503,BVE,airports/1278,,0,AR8
WX,1792,LCY,airports/503,DOL,airports/1408,,0,F50
WX,1792,LCY,airports/503,DRS,airports/338,,0,AR8
WX,1792,LCY,airports/503,DUB,airports/599,,0,AR8
WX,1792,LCY,airports/503,FLR,airports/1563,,0,AR8
WX,1792,LCY,airports/503,NTE,airports/1418,,0,AR8 F50
WX,1792,LCY,airports/503,ORY,airports/1386,,0,F50
WX,1792,LCY,airports/503,RTM,airports/591,,0,F50 AR8
WX,1792,NTE,airports/1418,LCY,airports/503,,0,AR8 F50
WX,1792,ORY,airports/1386,CWL,airports/488,,0,F50
WX,1792,ORY,airports/1386,LCY,airports/503,,0,F50
WX,1792,RTM,airports/591,LCY,airports/503,,0,F50 AR8
WY,3778,ADD,airports/1107,MCT,airports/2194,,0,73G
WY,3778,AMM,airports/2170,MCT,airports/2194,,0,73G 738
WY,3778,AUH,airports/2179,MCT,airports/2194,,0,ATR E75 738 73G
WY,3778,BAH,airports/2057,MCT,airports/2194,,0,E75 73G 738
WY,3778,BEY,airports/2177,MCT,airports/2194,,0,738 73G
WY,3778,BKK,airports/3885,CAN,airports/3370,,0,343
WY,3778,BKK,airports/3885,MCT,airports/2194,,0,333 332
WY,3778,BLR,airports/3131,MCT,airports/2194,,0,738 73G
WY,3778,BOM,airports/2997,MCT,airports/2194,,0,738
WY,3778,CAI,airports/1128,MCT,airports/2194,,0,738
WY,3778,CAN,airports/3370,BKK,airports/3885,,0,343
WY,3778,CCJ,airports/3137,MCT,airports/2194,,0,738
WY,3778,CDG,airports/1382,MCT,airports/2194,,0,332
WY,3778,CGP,airports/3069,MCT,airports/2194,,0,738
WY,3778,CMB,airports/3024,MCT,airports/2194,,0,333 32C 332 738
WY,3778,CMB,airports/3024,MLE,airports/3156,Y,0,32C 343
WY,3778,CMB,airports/3024,SIN,airports/3316,Y,0,32C
WY,3778,COK,airports/3136,MCT,airports/2194,,0,738
WY,3778,DAR,airports/1177,MCT,airports/2194,,0,738
WY,3778,DEL,airports/3093,MCT,airports/2194,,0,738
WY,3778,DMM,airports/2064,MCT,airports/2194,,0,738 E75 73G
WY,3778,DOH,airports/11051,BAH,airports/2057,,0,738
WY,3778,DOH,airports/11051,MCT,airports/2194,,0,E75 738 73G
WY,3778,DXB,airports/2188,MCT,airports/2194,,0,738 E75 332 73G 333
WY,3778,DXB,airports/2188,SLL,airports/2195,,0,E75
WY,3778,FRA,airports/340,MCT,airports/2194,,0,333 332
WY,3778,IKA,airports/4330,MCT,airports/2194,,0,E75
WY,3778,ISB,airports/2223,MCT,airports/2194,,0,738 73G
WY,3778,IST,airports/1701,MCT,airports/2194,,0,321
WY,3778,JAI,airports/3098,MCT,airports/2194,,0,738
WY,3778,JED,airports/2072,MCT,airports/2194,,0,738
WY,3778,JED,airports/2072,SLL,airports/2195,,0,E75
WY,3778,KHI,airports/2206,MCT,airports/2194,,0,738 73G
WY,3778,KHS,airports/2192,MCT,airports/2194,,0,ATR
WY,3778,KTM,airports/3125,MCT,airports/2194,,0,738
WY,3778,KUL,airports/3304,MCT,airports/2194,,0,332 333
WY,3778,KWI,airports/2176,MCT,airports/2194,,0,E75 738 73G
WY,3778,LHE,airports/2207,MCT,airports/2194,,0,73G 333 738
WY,3778,LHR,airports/507,MCT,airports/2194,,0,333
WY,3778,LKO,airports/3105,MCT,airports/2194,,0,738
WY,3778,MAA,airports/3144,MCT,airports/2194,,0,738
WY,3778,MCT,airports/2194,ADD,airports/1107,,0,73G
WY,3778,MCT,airports/2194,AMM,airports/2170,,0,73G 738
WY,3778,MCT,airports/2194,AUH,airports/2179,,0,ATR E75 738 73G
WY,3778,MCT,airports/2194,BAH,airports/2057,,0,E75 73G 738
WY,3778,MCT,airports/2194,BEY,airports/2177,,0,738 73G
WY,3778,MCT,airports/2194,BKK,airports/3885,,0,332 333
WY,3778,MCT,airports/2194,BLR,airports/3131,,0,738 73G
WY,3778,MCT,airports/2194,BOM,airports/2997,,0,738
WY,3778,MCT,airports/2194,CAI,airports/1128,,0,738
WY,3778,MCT,airports/2194,CCJ,airports/3137,,0,738
WY,3778,MCT,airports/2194,CDG,airports/1382,,0,332
WY,3778,MCT,airports/2194,CGP,airports/3069,,0,738
WY,3778,MCT,airports/2194,CMB,airports/3024,,0,333 32C 332 738
WY,3778,MCT,airports/2194,COK,airports/3136,,0,738
WY,3778,MCT,airports/2194,DEL,airports/3093,,0,738
WY,3778,MCT,airports/2194,DMM,airports/2064,,0,738 E75 73G
WY,3778,MCT,airports/2194,DOH,airports/11051,,0,E75 738 73G
WY,3778,MCT,airports/2194,DXB,airports/2188,,0,738 E75 332 73G 333
WY,3778,MCT,airports/2194,FRA,airports/340,,0,333 332
WY,3778,MCT,airports/2194,IKA,airports/4330,,0,E75
WY,3778,MCT,airports/2194,ISB,airports/2223,,0,738 73G
WY,3778,MCT,airports/2194,IST,airports/1701,,0,321
WY,3778,MCT,airports/2194,JAI,airports/3098,,0,738
WY,3778,MCT,airports/2194,JED,airports/2072,,0,738
WY,3778,MCT,airports/2194,KHI,airports/2206,,0,738 73G
WY,3778,MCT,airports/2194,KHS,airports/2192,,0,ATR
WY,3778,MCT,airports/2194,KTM,airports/3125,,0,738
WY,3778,MCT,airports/2194,KUL,airports/3304,,0,332 333
WY,3778,MCT,airports/2194,KWI,airports/2176,,0,E75 738 73G
WY,3778,MCT,airports/2194,LHE,airports/2207,,0,73G 333 738
WY,3778,MCT,airports/2194,LHR,airports/507,,0,333
WY,3778,MCT,airports/2194,LKO,airports/3105,,0,738
WY,3778,MCT,airports/2194,MAA,airports/3144,,0,738
WY,3778,MCT,airports/2194,MED,airports/2074,,0,73G 738
WY,3778,MCT,airports/2194,MLE,airports/3156,,0,332 738
WY,3778,MCT,airports/2194,MUC,airports/346,,0,333 332
WY,3778,MCT,airports/2194,MXP,airports/1524,,0,332
WY,3778,MCT,airports/2194,RUH,airports/2082,,0,E75 738 73G
WY,3778,MCT,airports/2194,SLL,airports/2195,,0,E75 738 73G
WY,3778,MCT,airports/2194,TRV,airports/3153,,0,738
WY,3778,MCT,airports/2194,ZNZ,airports/1186,,0,738
WY,3778,MCT,airports/2194,ZRH,airports/1678,,0,332
WY,3778,MED,airports/2074,MCT,airports/2194,,0,73G 738
WY,3778,MLE,airports/3156,CMB,airports/3024,Y,0,32C 343
WY,3778,MLE,airports/3156,MCT,airports/2194,,0,332 738
WY,3778,MUC,airports/346,MCT,airports/2194,,0,333 332
WY,3778,MXP,airports/1524,MCT,airports/2194,,0,332
WY,3778,RUH,airports/2082,MCT,airports/2194,,0,E75 738 73G
WY,3778,SIN,airports/3316,CMB,airports/3024,Y,0,32C
WY,3778,SLL,airports/2195,DXB,airports/2188,,0,E75
WY,3778,SLL,airports/2195,JED,airports/2072,,0,E75
WY,3778,SLL,airports/2195,MCT,airports/2194,,0,E75 738 73G
WY,3778,TRV,airports/3153,MCT,airports/2194,,0,738
WY,3778,ZNZ,airports/1186,DAR,airports/1177,,0,738
WY,3778,ZRH,airports/1678,MCT,airports/2194,,0,332
X3,2681,ACE,airports/1055,FRA,airports/340,,0,73H
X3,2681,ACE,airports/1055,HAJ,airports/352,,0,73H
X3,2681,ACE,airports/1055,STR,airports/350,,0,73H
X3,2681,AYT,airports/1688,CGN,airports/344,,0,73H
X3,2681,AYT,airports/1688,DUS,airports/345,,0,73H
X3,2681,AYT,airports/1688,FRA,airports/340,,0,73H
X3,2681,AYT,airports/1688,HAJ,airports/352,,0,73H
X3,2681,AYT,airports/1688,HAM,airports/342,,0,73H
X3,2681,AYT,airports/1688,MUC,airports/346,,0,73H
X3,2681,AYT,airports/1688,NUE,airports/347,,0,73H
X3,2681,AYT,airports/1688,STR,airports/350,,0,73H
X3,2681,AYT,airports/1688,ZQW,airports/393,,0,73H
X3,2681,BSL,airports/1423,FNC,airports/4091,,0,73H
X3,2681,BSL,airports/1423,FUE,airports/1051,,0,73H
X3,2681,BSL,airports/1423,HER,airports/1452,,0,73H
X3,2681,BSL,airports/1423,KGS,airports/1458,,0,73H
X3,2681,BSL,airports/1423,LPA,airports/1054,,0,73H
X3,2681,BSL,airports/1423,PMI,airports/3998,,0,73H
X3,2681,BSL,airports/1423,RHO,airports/1472,,0,73H
X3,2681,BSL,airports/1423,TFS,airports/1056,,0,73H
X3,2681,BSL,airports/1423,ZQW,airports/393,,0,73H
X3,2681,BVC,airports/1103,SID,airports/1102,,0,73H
X3,2681,CFU,airports/1460,DUS,airports/345,,0,73H
X3,2681,CFU,airports/1460,FRA,airports/340,,0,73H
X3,2681,CFU,airports/1460,HAJ,airports/352,,0,73H
X3,2681,CFU,airports/1460,MUC,airports/346,,0,73H
X3,2681,CFU,airports/1460,STR,airports/350,,0,73H
X3,2681,CGN,airports/344,AYT,airports/1688,,0,73H
X3,2681,CGN,airports/344,BVC,airports/1103,,0,73H
X3,2681,CGN,airports/344,FNC,airports/4091,,0,73H
X3,2681,CGN,airports/344,FUE,airports/1051,,0,73H
X3,2681,CGN,airports/344,HER,airports/1452,,0,73H
X3,2681,CGN,airports/344,KGS,airports/1458,,0,73H
X3,2681,CGN,airports/344,LPA,airports/1054,,0,73H
X3,2681,CGN,airports/344,MUC,airports/346,,0,73H
X3,2681,CGN,airports/344,PMI,airports/3998,,0,73H
X3,2681,CGN,airports/344,RHO,airports/1472,,0,73H
X3,2681,CGN,airports/344,TFS,airports/1056,,0,73H
X3,2681,DLM,airports/1715,DUS,airports/345,,0,73H
X3,2681,DLM,airports/1715,FRA,airports/340,,0,73H
X3,2681,DLM,airports/1715,HAJ,airports/352,,0,73H
X3,2681,DLM,airports/1715,MUC,airports/346,,0,73H
X3,2681,DLM,airports/1715,STR,airports/350,,0,73H
X3,2681,DUS,airports/345,AYT,airports/1688,,0,73H
X3,2681,DUS,airports/345,CFU,airports/1460,,0,73H
X3,2681,DUS,airports/345,DLM,airports/1715,,0,73H
X3,2681,DUS,airports/345,FAO,airports/1626,,0,73H
X3,2681,DUS,airports/345,FUE,airports/1051,,0,73H
X3,2681,DUS,airports/345,GPA,airports/1473,,0,73H
X3,2681,DUS,airports/345,HER,airports/1452,,0,73H
X3,2681,DUS,airports/345,HRG,airports/1130,,0,73H
X3,2681,DUS,airports/345,KGS,airports/1458,,0,73H
X3,2681,DUS,airports/345,LPA,airports/1054,,0,73H
X3,2681,DUS,airports/345,PMI,airports/3998,,0,73H
X3,2681,DUS,airports/345,RHO,airports/1472,,0,73H
X3,2681,DUS,airports/345,TFS,airports/1056,,0,73H
X3,2681,DUS,airports/345,XRY,airports/1226,,0,73H
X3,2681,FAO,airports/1626,DUS,airports/345,,0,73H
X3,2681,FAO,airports/1626,FRA,airports/340,,0,73H
X3,2681,FAO,airports/1626,HAJ,airports/352,,0,73H
X3,2681,FAO,airports/1626,MUC,airports/346,,0,73H
X3,2681,FAO,airports/1626,STR,airports/350,,0,73H
X3,2681,FMM,airports/3986,PMI,airports/3998,,0,73H
X3,2681,FNC,airports/4091,BSL,airports/1423,,0,73H
X3,2681,FNC,airports/4091,CGN,airports/344,,0,73H
X3,2681,FNC,airports/4091,FRA,airports/340,,0,73H
X3,2681,FNC,airports/4091,HAJ,airports/352,,0,73H
X3,2681,FNC,airports/4091,STR,airports/350,,0,73H
X3,2681,FRA,airports/340,ACE,airports/1055,,0,73H
X3,2681,FRA,airports/340,AYT,airports/1688,,0,73H
X3,2681,FRA,airports/340,BVC,airports/1103,,0,73H
X3,2681,FRA,airports/340,CFU,airports/1460,,0,73H
X3,2681,FRA,airports/340,DLM,airports/1715,,0,73H
X3,2681,FRA,airports/340,FAO,airports/1626,,0,73H
X3,2681,FRA,airports/340,FNC,airports/4091,,0,73H
X3,2681,FRA,airports/340,FUE,airports/1051,,0,73H
X3,2681,FRA,airports/340,GPA,airports/1473,,0,73H
X3,2681,FRA,airports/340,HER,airports/1452,,0,73H
X3,2681,FRA,airports/340,KGS,airports/1458,,0,73H
X3,2681,FRA,airports/340,LPA,airports/1054,,0,73H
X3,2681,FRA,airports/340,MAH,airports/1231,,0,73H
X3,2681,FRA,airports/340,PMI,airports/3998,,0,73H
X3,2681,FRA,airports/340,RHO,airports/1472,,0,73H
X3,2681,FRA,airports/340,TFS,airports/1056,,0,73H
X3,2681,FRA,airports/340,XRY,airports/1226,,0,73H
X3,2681,FUE,airports/1051,BSL,airports/1423,,0,73H
X3,2681,FUE,airports/1051,CGN,airports/344,,0,73H
X3,2681,FUE,airports/1051,DUS,airports/345,,0,73H
X3,2681,FUE,airports/1051,FRA,airports/340,,0,73H
X3,2681,FUE,airports/1051,HAJ,airports/352,,0,73H
X3,2681,FUE,airports/1051,MUC,airports/346,,0,73H
X3,2681,FUE,airports/1051,STR,airports/350,,0,73H
